Date (date),Country Name (country_name),ISO Alpha 3 Code (alpha_3_code),Country Code (country_code),Region Name (region),Region Code (region_code),Sub-Region Name (sub_region),Sub-Region Code (sub_region_code),Harmonized System Code (hs_code),Commodity Name (commodity),Unit of Quantity (unit),Quantity of commodity (value_qt),Value of commodity quantity in INR (value_rs),Value of commodity quantity in US Dollars (value_dl)
"2018-11-01","Cabo Verde","CPV","132","Africa","2","Sub-Saharan Africa","202","72044900","Other Waste And Scrap","Kgs","91.0","22.34","0.03"
"2017-11-01","Egypt","EGY","818","Africa","2","Northern Africa","15","61099090","T-Shirt Etc Of Othr Fibres","Nos","0.1","0.07","0.0"
"2022-02-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","38011000","Artificial Graphite","Kgs","120.0","87.55","0.12"
"2024-04-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","71031042","Sapphire","Kgs","0.03","0.77","0.0"
"2018-03-01","Democratic Republic of the Congo","COD","180","Africa","2","Sub-Saharan Africa","202","73259100","Grindng Balls And Smlr Artcls For Mills Of Malleable Cast Iron","Kgs","0.09","0.55","0.0"
"2020-10-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","72209090","Stainless Stl Othr Thn Skelp Of Othr N.E.S","Kgs","70.13","48.17","0.07"
"2023-12-01","Uganda","UGA","800","Africa","2","Sub-Saharan Africa","202","3043300","Frsh Or Chld Fillets Nile Perch (Lates Niloticus)","Kgs","6.21","35.86","0.04"
"2020-12-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","6039000","Othr Cut Flwrs And Flower Buds Suitable For Boqets/For Ornmntl Purpses","Kgs","0.0","0.08","0.0"
"2024-11-01","Algeria","DZA","12","Africa","2","Northern Africa","15","12129200","Locust Beans (Carob)","Kgs","10000.0","0.09","0.01"
"2015-08-01","Gabon","GAB","266","Africa","2","Sub-Saharan Africa","202","26020010","Manganese Ore (46 Percent And Above)","Kgs","75.0","35.04","0.05"
"2023-07-01","Madagascar","MDG","450","Africa","2","Sub-Saharan Africa","202","25041010","Graphite Crystalline (Flakes/Powder)","Kgs","200.0","166.46","0.2"
"2017-09-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84814000","Safety/Relief Valves","Kgs","0.0","0.29","0.0"
"2016-12-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","42033000","Belts And Bandoliers","Kgs","0.05","0.7","0.0"
"2017-10-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","71031023","*Agate Uncut","Kgs","0.02","0.14","0.0"
"2022-03-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","9101290","Other Ginger; Crushed Or Ground","Kgs","23.0","33.26","0.04"
"2015-02-01","Cameroon","CMR","120","Africa","2","Sub-Saharan Africa","202","40012100","Natrl Rubr In Smkd Sheets","Kgs","202.8","200.59","0.32"
"2025-02-01","Morocco","MAR","504","Africa","2","Northern Africa","15","47072000","Wste And Scrp Of Othr Papr/Paprbord Made Of Blechd Chem Pulp Nt Colord","Kgs","872300.0","1.46","0.17"
"2022-06-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","72044900","Other Waste And Scrap","Kgs","19.81","7.16","0.01"
"2025-06-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","39199010","Plastic Stickers, Whether Or Not Printed, Embossed, Or Impregnated","Kgs","1.0","0.0","0.0"
"2018-01-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","29071190","Other Phenol And Its Salts","Kgs","308.0","193.19","0.3"
"2020-08-01","Egypt","EGY","818","Africa","2","Northern Africa","15","85177090","*Othr Parts Of Telephonc/Telegrphc Apparts","Kgs","0.0","1.21","0.0"
"2020-03-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","9024030","Tea Black,Dust In Bulk","Kgs","93.49","120.06","0.16"
"2021-11-01","Mozambique","MOZ","508","Africa","2","Sub-Saharan Africa","202","74040012","Copper Scrap Covered By Isri Code Barley, Berry ,Birch,Candy,Cliff,Clobe,Cobra, Cocoadream And Palms","Kgs","2.8","19.05","0.03"
"2019-06-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","22042990","Other Wine Of Frsh Grapes Excluding Grape Must","Ltr","0.09","0.6","0.0"
"2015-07-01","Sudan","SDN","729","Africa","2","Northern Africa","15","12074010","Sesamum Seed W/N Broken Of Seed Qlty","Kgs","465.0","373.89","0.59"
"2017-08-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","72051021","Shot And Angular Grit Of Alloy Steel","Kgs","178.0","75.91","0.12"
"2022-06-01","Guinea","GIN","324","Africa","2","Sub-Saharan Africa","202","26060010","Bauxite (Natural) Not Calcined","Kgs","472795.27","27717.69","35.5"
"2016-05-01","Reunion","REU","638","Africa","2","Sub-Saharan Africa","202","84818090","Others","Kgs","0.01","0.61","0.0"
"2016-01-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","9101120","Dried, Unbleached","Kgs","40.34","77.49","0.12"
"2022-01-01","Zambia","ZMB","894","Africa","2","Sub-Saharan Africa","202","71031090","Other","Kgs","0.01","1.2","0.0"
"2023-08-01","Morocco","MAR","504","Africa","2","Northern Africa","15","31053000","Diamonm Hydrgnorthphospht(Diamonm Phospht)","Kgs","50367.0","18557.27","22.42"
"2023-09-01","Uganda","UGA","800","Africa","2","Sub-Saharan Africa","202","9011139","Coffee Rob Parchment Other Grade","Kgs","180.0","314.67","0.38"
"2024-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","22042110","Port And Other Still Red Wines","Ltr","12150.0","0.33","0.04"
"2019-07-01","Ethiopia","ETH","231","Africa","2","Sub-Saharan Africa","202","71031029","*Other Semi Precious Stone Uncut","Kgs","0.19","79.7","0.12"
"2018-07-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","40069090","Others Forms And Articles Of Unvlcanised Rubber Excl. Camel Backstrips","Kgs","23.0","6.99","0.01"
"2016-10-01","Uganda","UGA","800","Africa","2","Sub-Saharan Africa","202","41069100","Taned/Crust Hide And Skins Of Other Animals In Wet State Including Wet-Blue","Kgs","21.34","26.05","0.04"
"2022-02-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","72191300","Ht-Rlld Prdcts In Coils Ofthckns >= 3 Mm Bt < 4.75 Mm","Kgs","53.55","165.95","0.22"
"2023-12-01","Madagascar","MDG","450","Africa","2","Sub-Saharan Africa","202","33012921","Clove Leaf/Stem Oil","Kgs","70.0","574.64","0.69"
"2017-01-01","Egypt","EGY","818","Africa","2","Northern Africa","15","39201019","Other Sheets Of Poleythylene:","Kgs","18.44","35.94","0.05"
"2016-12-01","Senegal","SEN","686","Africa","2","Sub-Saharan Africa","202","41022910","Sheep Skins","Kgs","40.0","30.82","0.05"
"2019-06-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","10059000","*Other Maize (Corn)","Kgs","744.0","224.07","0.32"
"2022-12-01","Côte d'Ivoire","CIV","384","Africa","2","Sub-Saharan Africa","202","44079990","Other Tropical Woods Sawn And Chipped","Cbm","0.15","31.72","0.04"
"2015-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","40170090","Others","Kgs","104.0","34.94","0.05"
"2018-02-01","Mozambique","MOZ","508","Africa","2","Sub-Saharan Africa","202","72042190","Othr Wst And Scrp Of Stainless Steel","Kgs","20.0","16.88","0.03"
"2018-03-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","41131000","Leather Further Of Goats/Kids","Kgs","0.76","15.84","0.02"
"2019-12-01","Madagascar","MDG","450","Africa","2","Sub-Saharan Africa","202","71031029","*Other Semi Precious Stone Uncut","Kgs","42.55","51.96","0.07"
"2021-04-01","Madagascar","MDG","450","Africa","2","Sub-Saharan Africa","202","20055900","Othr Beans Prpd/Prsvd,Nt Frzn","Kgs","0.0","0.11","0.0"
"2016-03-01","Uganda","UGA","800","Africa","2","Sub-Saharan Africa","202","44034910","*Teak Wood In Rough","Cbm","0.42","185.3","0.28"
"2019-07-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","85481020","*Battery Waste Isri Codes- Rains, Rink, Ronoropar, Vaunt","Kgs","252.97","177.27","0.26"
"2020-07-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","78019990","Other Unrefined Lead And Lead Alloys N.E.S","Kgs","23.45","30.46","0.04"
"2020-10-01","Egypt","EGY","818","Africa","2","Northern Africa","15","85472000","Insltng Fttngs Of Plastics","Kgs","0.05","0.73","0.0"
"2019-01-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","8094000","Plums And Sloes , Fresh","Kgs","42.09","51.65","0.07"
"2023-06-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","23024000","Bran Sharpsandothr Residues Of Othr Cereals","Kgs","54.0","12.16","0.01"
"2018-05-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","85168000","Electric Heating Resistors","Nos","0.0","0.1","0.0"
"2021-12-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","27101990","Other Petroleum Oils And Oils Obtaine Frombituminous Minerals Nes","Kgs","7.84","4.89","0.01"
"2019-01-01","Egypt","EGY","818","Africa","2","Northern Africa","15","32089090","Othr Paint Varnsh(Incl Enml And Lacqr) Bsd On Syntic Plymr/Chmly Mdfd Natrl Plymr Nes","Kgs","2.13","21.55","0.03"
"2015-11-01","Morocco","MAR","504","Africa","2","Northern Africa","15","90328990","Othr Atmtc Rgltng/Cntrlng Instrmntsandapprts","Nos","0.04","1.63","0.0"
"2019-03-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","74031100","Cathods And Sectns Of Cathods Of Refind Cop","Kgs","303.51","1332.14","1.92"
"2022-11-01","Egypt","EGY","818","Africa","2","Northern Africa","15","12119094","*Basil,Hyasop,Rose Mary Sage,Savory","Kgs","52.45","96.47","0.12"
"2024-02-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","27101979","Other Lubricating Oil, Not Conforming To Any Bis Standard","Kgs","23.76","114.02","0.14"
"2022-12-01","Madagascar","MDG","450","Africa","2","Sub-Saharan Africa","202","25251090","Other Crude Mica And Mica Spltngs","Kgs","138.6","38.57","0.05"
"2019-04-01","Gabon","GAB","266","Africa","2","Sub-Saharan Africa","202","44083190","Other Vnr Sheets-Mrnti","Kgs","609.3","307.07","0.44"
"2017-02-01","Madagascar","MDG","450","Africa","2","Sub-Saharan Africa","202","9071010","Extracted","Kgs","473.0","2998.89","4.47"
"2024-12-01","Egypt","EGY","818","Africa","2","Northern Africa","15","62046290","Of Cotton: Other","Nos","258.0","0.04","0.0"
"2020-04-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","85414019","*Other Photocells","Nos","9.9","665.64","0.87"
"2018-07-01","Eswatini","SWZ","748","Africa","2","Sub-Saharan Africa","202","85364900","Other Relays","Nos","0.06","0.81","0.0"
"2023-12-01","Namibia","NAM","516","Africa","2","Sub-Saharan Africa","202","25151210","Blocks Marble And Travertine","Kgs","1344.27","407.08","0.49"
"2021-09-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","26020070","Manganese 0Re Sinters, Aggl0Meraid","Kgs","9112.0","1645.47","2.24"
"2019-10-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","71103900","Other Rhodium","Kgs","0.0","293.86","0.41"
"2019-10-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","6039000","Othr Cut Flwrs And Flower Buds Suitable For Boqets/For Ornmntl Purpses","Kgs","0.14","0.32","0.0"
"2017-04-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","85279919","*Othr Radio-Brdcst Rcvrs,Incl Apprts Cpbl Of Rcvng Radio-Telephony/Radio-Telegraphy","Nos","0.0","0.19","0.0"
"2015-03-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","95069990","Other Sports Equipments","Nos","0.01","3.27","0.01"
"2015-03-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","29161290","Other Esters Of Acrylic Acid","Kgs","154.7","138.91","0.22"
"2025-01-01","Egypt","EGY","818","Africa","2","Northern Africa","15","53012100","Flax,Brokn Or Scutchd But Nt Spun","Kgs","178715.0","3.92","0.45"
"2024-10-01","Togo","TGO","768","Africa","2","Sub-Saharan Africa","202","84775900","Other Machinery Fr Mouldng/Othrwse Formng","Nos","2.0","0.01","0.0"
"2023-09-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","41041900","Other Grain Of Bovine In Wet State Incldngwet-Blue","Kgs","0.06","0.08","0.0"
"2023-07-01","Reunion","REU","638","Africa","2","Sub-Saharan Africa","202","79020010","Zinc Scrap Covered By Isri Code Saves, Scab,Scope,Scoot,Score,Screen,Scull, Scribe, Scrub,Seal,Seam,Shelf","Kgs","3.46","9.43","0.01"
"2020-02-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","9024090","Other Black Tea","Kgs","0.02","0.15","0.0"
"2021-01-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","23024000","Bran Sharpsandothr Residues Of Othr Cereals","Kgs","896.34","118.76","0.16"
"2022-12-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","76012010","Aluminium Ingots -Alloyed","Kgs","50.27","77.29","0.09"
"2023-02-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","15153090","Castor Oilandits Frctns Othr Thn Edble Grade","Kgs","0.5","0.9","0.0"
"2019-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","28209000","Other Manganese Oxides","Kgs","434.0","85.12","0.12"
"2022-09-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84136090","Others","Nos","0.01","11.09","0.01"
"2023-10-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","44083990","Others","Kgs","29.9","6.13","0.01"
"2024-12-01","Egypt","EGY","818","Africa","2","Northern Africa","15","12119053","Mint,Incl. Leaves(All Species)","Kgs","3105.0","0.14","0.02"
"2022-10-01","Morocco","MAR","504","Africa","2","Northern Africa","15","84099990","Other Parts Of Semi Diesel Engines","Kgs","0.59","14.87","0.02"
"2018-07-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","78020010","Lead Scrap Covered By Isri Code Racks, Radio,Relay,Ropes,Roses","Kgs","117.48","168.85","0.25"
"2019-08-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","85439000","Parts Of Articles Of Heading 8543","Kgs","0.17","39.48","0.06"
"2016-07-01","Eswatini","SWZ","748","Africa","2","Sub-Saharan Africa","202","84463090","Others","Nos","0.0","24.4","0.04"
"2016-02-01","Côte d'Ivoire","CIV","384","Africa","2","Sub-Saharan Africa","202","44034910","*Teak Wood In Rough","Cbm","5.33","1732.44","2.54"
"2018-10-01","Egypt","EGY","818","Africa","2","Northern Africa","15","12119094","Basil,Hyasop,Rose Mary Sage,Savory","Kgs","8.5","8.87","0.01"
"2021-02-01","Cameroon","CMR","120","Africa","2","Sub-Saharan Africa","202","44039990","Other","Cbm","0.32","116.1","0.16"
"2015-07-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","72021100","Fero-Manganese,Carbon Contng>2% By Weight","Kgs","619.14","244.61","0.38"
"2024-07-01","Egypt","EGY","818","Africa","2","Northern Africa","15","33012990","Others","Kgs","0.08","8.21","0.01"
"2018-08-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","85340000","Printed Circuits","Nos","0.63","23.64","0.03"
"2022-06-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","44072300","Teak","Cbm","0.03","7.23","0.01"
"2024-10-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","85044090","Others","Nos","390.0","0.05","0.01"
"2018-09-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","63101020","Cotton Rags,New Or Used","Kgs","25.1","6.37","0.01"
"2015-10-01","Seychelles","SYC","690","Africa","2","Sub-Saharan Africa","202","48211010","Paper Tag","Kgs","0.04","0.21","0.0"
"2024-11-01","Libya","LBY","434","Africa","2","Northern Africa","15","40094200","Tubes,Pipes,Andhoses Of Vulcnsd Rubr Reinforced Otherwse Combined With Other Matarials With Fittings","Kgs","100.0","0.01","0.0"
"2021-11-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","76011010","Aluminium Ingots-Not Alloyed","Kgs","198.55","429.83","0.58"
"2022-07-01","Morocco","MAR","504","Africa","2","Northern Africa","15","15159099","Other Fxd Veg Fats And Oil And Their Fractions","Kgs","0.0","0.3","0.0"
"2018-01-01","Libya","LBY","434","Africa","2","Northern Africa","15","79020010","Zinc Scrap Covered By Isri Code Saves, Scab,Scope,Scoot,Score,Screen,Scull, Scribe, Scrub,Seal,Seam,Shelf","Kgs","4.0","6.2","0.01"
"2022-03-01","Cameroon","CMR","120","Africa","2","Sub-Saharan Africa","202","44034910","*Teak Wood In Rough","Cbm","0.69","335.14","0.44"
"2022-07-01","Gabon","GAB","266","Africa","2","Sub-Saharan Africa","202","44089090","Others","Kgs","9682.2","5135.9","6.45"
"2024-08-01","Cameroon","CMR","120","Africa","2","Sub-Saharan Africa","202","13012000","Gum Arabic","Kgs","117.0","106.97","0.13"
"2023-09-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","47073000","Wste And Scrp Of Othr Papr/Paprbord Made Of Mechanicl Pulp(E.G.Newspapr Jrns Etc)","Kgs","52.51","12.05","0.01"
"2023-10-01","Egypt","EGY","818","Africa","2","Northern Africa","15","39211390","Pltes Etc Of Polyurethanes Other","Kgs","2.32","16.14","0.02"
"2021-07-01","Morocco","MAR","504","Africa","2","Northern Africa","15","12119099","Other Plants And Parts Of Plants Usd In Prfmry, Pharmcy, Insecticdl/Fungicdl Purpse, Fresh/Dried","Kgs","15.6","15.32","0.02"
"2024-07-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84411010","Paper Cutting Machines Without Automatic Programmes","Nos","0.0","5.3","0.01"
"2017-09-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","33021090","Other Mxtr Of Odorfrs Sbstns Of A Kind Usdkind Usd In Food/Drink Industries","Kgs","0.06","1.55","0.0"
"2016-02-01","Democratic Republic of the Congo","COD","180","Africa","2","Sub-Saharan Africa","202","29392030","Quinine Sulphate","Kgs","3.0","184.1","0.27"
"2019-08-01","Seychelles","SYC","690","Africa","2","Sub-Saharan Africa","202","39059990","Others Polymers Of Vinyl Acetate/Of Othr Vinyl Estrs And Othr Vinyl Polymers In Prmry Forms Excl Poly/Vinyl Acetate Cop","Kgs","5.89","58.53","0.08"
"2024-11-01","Ethiopia","ETH","231","Africa","2","Sub-Saharan Africa","202","12119056","Basil,Hyasop,Rose Mary Sage,Savory","Kgs","13800.0","0.2","0.02"
"2021-04-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","69120010","Ceramic Tableware (E.G. Of Imitation Porcelain/Or Semi-Porcelain)","Kgs","0.09","0.93","0.0"
"2019-05-01","Comoros","COM","174","Africa","2","Sub-Saharan Africa","202","9071090","Other Parts Of Clove, Neither Crushed Nor Ground","Kgs","22.0","13.32","0.02"
"2022-08-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","29012990","Other Acyclic Hydrocarbons","Kgs","391.0","797.53","1.0"
"2016-03-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","41019090","Other Hides Ans Skins","Kgs","50.2","26.8","0.04"
"2017-04-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","29071190","Other Phenol And Its Salts","Kgs","154.0","93.56","0.15"
"2024-10-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","48051100","Semi-Chemical Fluting Paper","Kgs","200725.0","1.09","0.13"
"2017-05-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","62033200","Jackets And Blazers Of Cotton","Nos","0.08","1.54","0.0"
"2015-08-01","Togo","TGO","768","Africa","2","Sub-Saharan Africa","202","74040022","Brass Scrap Covered By Isri Code Drink , Ebony,Enerv,Elder,Engel,Erin,Grape,Honey, Ivory,Label,Lark,Malon,Night,Noble,","Kgs","47.0","104.89","0.16"
"2024-12-01","Ethiopia","ETH","231","Africa","2","Sub-Saharan Africa","202","12019000","Other Soya Beans","Kgs","220000.0","1.2","0.14"
"2016-11-01","Eswatini","SWZ","748","Africa","2","Sub-Saharan Africa","202","29183040","Methyl Acet0 Acetate","Kgs","15.0","14.79","0.02"
"2024-06-01","Rwanda","RWA","646","Africa","2","Sub-Saharan Africa","202","76011010","Aluminium Ingots-Not Alloyed","Kgs","44.06","98.84","0.12"
"2024-08-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84313990","Prts Of Othr Lftng,Hndlng And Loadng Mchnry Of Hdg.No.8428","Kgs","6.36","55.41","0.07"
"2020-04-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","73110090","Other Pressure Containers For Transport Or Storage Of Compressed Gases","Kgs","80.25","20.57","0.03"
"2017-06-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84369900","Parts Of Othr Agricultutal,Horticultural Andforestry Machine Incl Germination Of Plant","Kgs","2.15","2.58","0.0"
"2023-02-01","Egypt","EGY","818","Africa","2","Northern Africa","15","51012900","Othr Degresd Wool Nt Crbnsd Nor Crded/Cmbd","Kgs","127.94","61.0","0.07"
"2020-12-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","9011139","Coffee Rob Parchment Other Grade","Kgs","981.12","909.37","1.24"
"2025-05-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","74040012","Copper Scrap Covered By Isri Code Barley, Berry ,Birch,Candy,Cliff,Clobe,Cobra, Cocoadream And Palms","Kgs","54444.0","3.32","0.39"
"2020-03-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","74040022","Brass Scrap Covered By Isri Code Drink , Ebony,Enerv,Elder,Engel,Erin,Grape,Honey, Ivory,Label,Lark,Malon,Night,Noble,","Kgs","46.9","119.89","0.16"
"2018-04-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","47079000","Othr Incl Unsorted Waste And Scrap","Kgs","477.15","79.51","0.12"
"2019-11-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","72051011","Shot And Angular Grit","Kgs","21.0","10.21","0.01"
"2019-04-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","26020090","Other Manganese Ores And Concentrates","Kgs","160.0","11.54","0.02"
"2022-08-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","9101190","Other Ginger; Neither Crushed Nor Ground","Kgs","486.34","816.28","1.03"
"2022-01-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","71081200","Other Non-Monetary Unwrought Forms Of Gold","Kgs","4.0","176061.83","236.51"
"2021-07-01","South Sudan","SSD","728","Africa","2","Sub-Saharan Africa","202","44072910","*Sawn/Chipped Teak Wood","Cbm","0.04","19.86","0.03"
"2022-06-01","Comoros","COM","174","Africa","2","Sub-Saharan Africa","202","9071010","Extracted","Kgs","11.8","66.2","0.08"
"2023-01-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","24039990","Other Mnfrd Tobacco Extrcts And Essncs Nes","Kgs","3.3","165.43","0.2"
"2024-05-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","32041719","Others Pigment Yellow (Organic)","Kgs","0.35","5.43","0.01"
"2016-12-01","Ghana","GHA","288","Africa","2","Sub-Saharan Africa","202","44034910","*Teak Wood In Rough","Cbm","19.72","4492.25","6.62"
"2018-01-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","90183990","Others","Nos","6.04","91.04","0.14"
"2018-01-01","Morocco","MAR","504","Africa","2","Northern Africa","15","39072090","*Other Polyethers Nes","Kgs","20.0","22.45","0.04"
"2024-12-01","Egypt","EGY","818","Africa","2","Northern Africa","15","18069090","Other Food Preparations Containing Cocoa","Kgs","35.0","0.0","0.0"
"2018-05-01","Libya","LBY","434","Africa","2","Northern Africa","15","72042190","Othr Wst And Scrp Of Stainless Steel","Kgs","48.0","33.24","0.05"
"2020-04-01","Egypt","EGY","818","Africa","2","Northern Africa","15","31021000","Urea Whether Or Not In Aqueous Solution","Kgs","45000.0","8256.3","10.83"
"2015-04-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","28201000","Manganese Dioxide","Kgs","121.0","106.86","0.17"
"2021-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","82079090","Others","Kgs","0.0","0.25","0.0"
"2018-05-01","Senegal","SEN","686","Africa","2","Sub-Saharan Africa","202","26140090","Other Titanium Ores And Concentrates","Kgs","240.0","108.85","0.16"
"2017-07-01","Egypt","EGY","818","Africa","2","Northern Africa","15","12119094","Basil,Hyasop,Rose Mary Sage,Savory","Kgs","5.51","5.46","0.01"
"2020-07-01","Egypt","EGY","818","Africa","2","Northern Africa","15","41079900","Other/Hides/Skins Including Sides","Kgs","2.45","34.44","0.05"
"2024-10-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","51012900","Othr Degresd Wool Nt Crbnsd Nor Crded/Cmbd","Kgs","46473.0","0.31","0.04"
"2019-02-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","71081200","Other Non-Monetary Unwrought Forms Of Gold","Kgs","1.35","23768.93","33.37"
"2023-02-01","Mauritania","MRT","478","Africa","2","Sub-Saharan Africa","202","72044900","Other Waste And Scrap","Kgs","1793.71","655.12","0.79"
"2018-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","69074010","Finishing Ceramics","Sqm","0.03","0.3","0.0"
"2016-09-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","72199090","Othr Sheets And Plates N.E.S.","Kgs","74.83","119.34","0.18"
"2017-01-01","Gambia","GMB","270","Africa","2","Sub-Saharan Africa","202","72044900","Other Waste And Scrap","Kgs","754.0","117.24","0.17"
"2021-01-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","72191400","Ht-Rlld Prdcts In Coils Of Thckns<3 Mm","Kgs","4.08","11.26","0.02"
"2018-10-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","82079090","Others","Kgs","0.31","0.95","0.0"
"2016-01-01","Egypt","EGY","818","Africa","2","Northern Africa","15","32082090","Othr Paint Vrnsh Bsd On Acrylc/Vnyl Plymr","Kgs","115.2","76.42","0.11"
"2015-06-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","29199090","Other Phasphrc Esters And Their Salts","Kgs","44.09","59.34","0.09"
"2023-12-01","Egypt","EGY","818","Africa","2","Northern Africa","15","40040000","Waste,Parings And Scrap Of Rubr(Besides Hardrubr) And Pwdr 9 Grnls Obtained Therefrom","Kgs","227.99","60.15","0.07"
"2023-06-01","Mali","MLI","466","Africa","2","Sub-Saharan Africa","202","13012000","Gum Arabic","Kgs","1703.45","1384.34","1.68"
"2023-06-01","Uganda","UGA","800","Africa","2","Sub-Saharan Africa","202","71081200","Other Non-Monetary Unwrought Forms Of Gold","Kgs","2.03","95746.74","116.43"
"2019-06-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","90302000","Cthod-Ray Osclscps And Cthod-Ray Osclogrphs","Nos","0.0","2.27","0.0"
"2025-01-01","Madagascar","MDG","450","Africa","2","Sub-Saharan Africa","202","33012921","Clove Leaf/Stem Oil","Kgs","40000.0","3.83","0.44"
